n,time(s),stdv
0,1.570698658625285,0.010141987962903432
2,0.5127171675364176,0.12003300257580972
4,0.23009634017944336,0.0047993748624978435
8,0.18468825022379556,0.004669287918651519
16,0.19406898816426596,0.00558304940082341
32,0.21628197034200033,0.004312752994188847
