n,time,stdv
8,0.0,0.0
16,0.0051546891530354815,0.008928183510281639
32,0.04672773679097494,3.0441425099281722e-05
64,0.32802756627400714,0.00012361154539397115
128,2.3171380360921225,0.0027632540657572626
256,16.26404094696045,0.0267747850053762
512,113.76151935259502,0.11384913049848432
