n,time(s),stdv
0,11.272569338480631,0.053959560810657656
2,2.6736554304758706,0.01684383948987053
4,1.035237153371175,0.013312104176679026
8,0.842151959737142,0.0016548162353409734
16,0.8905737400054932,0.0075967298652313275
32,0.9837222099304199,0.006931991380285627
64,1.123146692911784,0.016783866438728888
