n,time,stdv
8,0.0,0.0
16,0.0,0.0
32,0.020745118459065754,0.00899591739043689
64,0.1300631364186605,0.009035359169971733
128,1.031631072362264,0.00915985120048435
256,8.190195322036743,0.008074344182838967
512,65.65003983179729,0.07615174638364958
