n,time,stdv
8,0.0,0.0
16,0.0,0.0
32,0.020664135615030926,0.009009261636284745
64,0.1300497055053711,0.009051727685011796
128,1.0525648593902588,0.009149293551595248
256,8.366539796193441,0.01586582973651032
512,66.8745637734731,0.025684675853316342
