m,time,stdv
8,0.0008396307627360026,3.6835734769565465e-05
16,0.005320549011230469,0.0023825067449114636
32,0.02544061342875163,0.004493553361451454
64,0.1649471918741862,0.004689795655467086
128,1.287350336710612,0.006440795684572899
256,10.377238829930624,0.016588190076510696
512,85.2926283677419,0.09402171239435568
