m,time,stdv
8,0.0008331934611002604,2.789021856310172e-05
16,0.0049978892008463545,0.0020878673309132536
32,0.024860858917236328,0.005489130249589298
64,0.15626748402913412,0.0042009468945349675
128,1.2221161524454753,0.005500835929999063
256,9.917612314224243,0.051219048180642365
512,81.24518354733785,0.09533907192391268
