n,time(s),stdv
0,0.38568607966105145,0.003127045134467116
2,0.07207711537679036,9.02398836632066e-05
4,0.038012425104777016,0.00011058519208214579
8,0.03156630198160807,0.00018347178472264542
16,0.03223268191019694,0.0023371433615511617
32,0.0319066047668457,0.0020025248237536195
64,0.0334928830464681,0.004227671134845029
