m,time,stdv
8,0.0019573370615641275,8.444371869357926e-05
16,0.010663668314615885,0.004357940820481374
32,0.05092787742614746,0.0038012107403669784
64,0.377104918162028,0.004453419843415939
128,2.9550534884134927,0.006850997121417588
256,23.976927359898884,0.11993073196984473
512,190.96124625205994,0.788236213172893
