m,time,stdv
8,0.0008407433827718099,3.531520292469541e-05
16,0.0050271352132161455,0.0021461100348600603
32,0.02381436030069987,0.004152963402841192
64,0.15186134974161783,0.004268960453632848
128,1.177944262822469,0.0033651967882781385
256,9.467560529708862,0.037231556441255295
512,78.24099167188008,0.2943134356475716
