m,time,stdv
8,0.008171637852986654,0.0037473325119652978
16,0.03553541501363119,0.004000777894920282
32,0.25176366170247394,0.0033193724105463228
64,1.9719035625457764,0.009848025879846033
128,15.948849201202393,0.04061222604858711
256,126.77502067883809,0.053664394105381985
512,1023.153975645701,1.4661393477913345
