m,time,stdv
8,0.0008105436960856119,7.833105656800989e-05
16,0.004993279774983724,0.0021827945058308456
32,0.023720741271972656,0.004123433472315323
64,0.1537003517150879,0.0038236309584407037
128,1.1976629098256428,0.000580713482548028
256,9.682058970133463,0.018711050013192385
512,79.26692175865173,0.28190995318142964
