n,time(s),stdv
0,18.235007286071777,3.305787272110711
2,3.0328543980916343,0.029138874739439956
4,2.171706438064575,0.46552699755793125
8,2.0870054562886557,0.010968449709747832
16,1.3290166060129802,0.012925688140132176
32,1.967707633972168,0.0025952694870330015
64,1.8491759300231934,0.18982829230586212
