n,time(s),stdv
0,3.060976187388102,0.03958201995484584
2,0.5523247718811035,0.03754601662647764
4,0.22145493825276694,0.012234382103572014
8,0.1681978702545166,0.0023863693132938294
16,0.16294407844543457,0.004599611411244413
32,0.16398843129475912,0.0032407408807793425
