m,time,stdv
8,0.001018842061360677,3.613935997706949e-05
16,0.006290356318155925,0.0028587017212797277
32,0.028415123621622723,0.004281697405653252
64,0.19623176256815592,0.005700709200941804
128,1.5300242106119792,0.0038372266072463686
256,12.290221532185873,0.015473265537966832
512,101.23958977063496,0.18973929070750742
