m,time,stdv
8,0.0008213520050048828,2.4688701473436068e-05
16,0.006014267603556315,0.00030410486810350626
32,0.024161736170450848,0.004858014489121336
64,0.15107417106628418,0.003703528800930495
128,1.186484416325887,0.0021391049556277273
256,9.478315750757853,0.01232191568251563
512,78.61445554097493,0.08877285401579861
