n,time,stdv
2,4.267692565917969e-05,1.817150021771548e-05
4,0.0001472632090250651,2.5184872750426648e-05
8,0.0008954207102457682,2.6820059098945912e-05
16,0.005004485448201497,0.0022777119190009357
32,0.025312423706054688,0.0030387818525193294
64,0.16380643844604492,0.003497394090538089
128,1.2528602282206218,0.0037846535683307503
256,9.995137929916382,0.02388891806164614
512,78.09064491589864,0.20925453102990405
