n,time,stdv
2,0.00020583470662434897,7.753639541120715e-05
4,0.0011428991953531902,0.00010859994630047289
8,0.005023479461669922,0.002308309052821437
16,0.02286974589029948,0.0001119644549385806
32,0.1558225154876709,0.0021719606331135114
64,1.2216670513153076,0.0018764092468810478
128,9.674386819203695,0.009522638632602718
256,80.09620173772176,0.2712286683751932
