n,time,stdv
2,6.270408630371094e-05,4.398354321891176e-05
4,0.00016927719116210938,4.232920275544449e-05
8,0.0008725325266520182,6.053782163738881e-05
16,0.00510096549987793,0.002337733340871324
32,0.024852196375528973,0.0025959337365863717
64,0.16283416748046875,0.0013183586170066866
128,1.252402623494466,0.006028965987016159
256,9.94267209370931,0.004631838631973623
512,78.5199043750763,0.5995773181307347
