n,time,stdv
2,3.910064697265625e-05,2.6017137271316034e-05
4,3.568331400553385e-05,2.6136302574324027e-05
8,3.512700398763021e-05,2.584432470429013e-05
16,4.299481709798177e-05,3.1871787569085706e-05
32,4.2438507080078125e-05,3.4278423407032043e-05
64,4.108746846516927e-05,3.2737513146357974e-05
128,5.515416463216146e-05,4.3020076465256014e-05
256,39.49646798769633,0.20816897771097842
512,318.3168888092041,1.086153142968891
