n,time,stdv
2,6.993611653645833e-05,2.9708077504934448e-05
4,0.0002075831095377604,1.2844397585731757e-05
8,0.0009187857309977213,3.535461617860664e-05
16,0.00488591194152832,0.0020707896848084725
32,0.022913694381713867,0.001872095476000299
64,0.12451561292012532,0.0017793042038723459
128,0.8398101329803467,0.0029265291184746426
256,5.865490436553955,0.016472827456165372
512,40.512951374053955,0.06555107363586639
