n,time(s),stdv
2,5.173683166503906e-05,nan
4,0.00027251243591308594,nan
8,0.0022895336151123047,nan
16,0.016885757446289062,nan
32,0.12303853034973145,nan
64,0.9505195617675781,nan
128,7.445562839508057,nan
