n,time(s),stdv
2,6.532669067382812e-05,nan
4,0.0002703666687011719,nan
8,0.002291440963745117,nan
16,0.02174091339111328,nan
32,0.11638760566711426,nan
64,0.9228711128234863,nan
128,7.289527654647827,nan
