n,time(s),stdv
2,5.340576171875e-05,nan
4,0.0002665519714355469,nan
8,0.0020694732666015625,nan
16,0.016622066497802734,nan
32,0.1179039478302002,nan
64,0.9199814796447754,nan
128,7.331761360168457,nan
