n,time,stdv
2,1.3912408351898193,0.007984307436186892
4,0.9834118684132894,0.0018244400560899808
8,0.919896125793457,0.010561999975808856
16,0.9009981155395508,0.003934052645253717
32,0.8901964028676351,0.0038756279974523204
